LADC,index,index_scaled,PC,PC_O,PC_1
E01025231,"21,154",7,PR2  1GP,PR2, 1GP
E01025247,"4,736",2,PR0  2AE,PR0, 2AE
E01025303,"29,009",9,PR11 2AA,PR11,2AA
E01025355,"30,663",10,BB4  7RE,BB4, 7RE
E01025359,"11,215",4,OL13 9SA,OL13,9SA
E01025472,"28,325",9,L39  5AQ,L39, 5AQ
E01025541,"16,242",5,FY7  8RS,FY7, 8RS
E01025610,"14,855",5,LE8  3BP,LE8, 3BP
E01025613,"24,279",8,LE9  1SE,LE9, 1SE
E01025617,"29,006",9,LE18 3UP,LE18,3UP
E01025621,"22,297",7,LE10 3DD,LE10,3DD
E01025625,"14,177",5,LE19 4PN,LE19,4PN
E01025664,"23,346",8,LE17 5AT,LE17,5AT
E01025669,"26,832",9,LE21 9EP,LE21,9EP
E01025669,"26,832",9,LE95 2AA,LE95,2AA
E01025674,"21,643",7,LE12 7LP,LE12,7LP
E01025687,"26,887",9,LE67 9PA,LE67,9PA
E01025689,"10,128",4,LE11 0ES,LE11,0ES
E01025761,"32,133",10,LE14 3PU,LE14,3PU
E01025771,"23,606",8,NN6  6JQ,NN6, 6JQ
E01025796,"17,269",6,LE94 0AA,LE94,0AA
E01025817,"29,932",10,CV13 6DR,CV13,6DR
E01025818,"16,414",5,CV10 0TT,CV10,0TT
E01025818,"16,414",5,CV11 6BE,CV11,6BE
E01025881,"26,076",8,CV9  1RD,CV9, 1RD
E01025885,"31,872",10,NG13 0AY,NG13,0AY
E01025885,"31,872",10,NG32 1NZ,NG32,1NZ
E01025887,"16,152",5,LE13 0YF,LE13,0YF
E01025887,"16,152",5,NG33 5HL,NG33,5HL
E01025913,"26,359",9,B79  0PJ,B79, 0PJ
E01025917,"29,031",9,LE55 8AH,LE55,8AH
E01025923,"24,980",8,DE74 2AE,DE74,2AE
E01026006,"5,731",2,PE21 1SA,PE21,1SA
E01026007,"23,734",8,PE22 0BN,PE22,0BN
E01026016,"11,576",4,PE20 2AS,PE20,2AS
E01026033,"9,395",3,LN4  4PX,LN4, 4PX
E01026033,"9,395",3,PE11 4UT,PE11,4UT
E01026042,"6,911",3,LN13 0EE,LN13,0EE
E01026043,"9,520",3,LN12 9AN,LN12,9AN
E01026045,"12,688",4,LN11 0SZ,LN11,0SZ
E01026046,"7,869",3,PE24 4TZ,PE24,4TZ
E01026055,"9,298",3,PE23 5PH,PE23,5PH
E01026056,"6,867",3,PE25 3BB,PE25,3BB
E01026064,"8,446",3,LN9  5HN,LN9, 5HN
E01026082,"12,039",4,LN10 5DZ,LN10,5DZ
E01026122,"7,643",3,LN2  1AF,LN2, 1AF
E01026127,"2,397",1,LN6  0YH,LN6, 0YH
E01026132,"10,018",4,LN1  1RD,LN1, 1RD
E01026132,"10,018",4,LN5  0WA,LN5, 0WA
E01026197,"20,903",7,NG34 8EW,NG34,8EW
E01026199,"20,030",7,NG23 7HU,NG23,7HU
E01026241,"13,298",5,PE10 0BG,PE10,0BG
E01026278,"10,181",4,PE34 4HG,PE34,4HG
E01026291,"26,269",8,NG31 8NT,NG31,8NT
E01026419,"17,676",6,NR17 1JH,NR17,1JH
E01026419,"17,676",6,NR9  4AQ,NR9, 4AQ
E01026421,"21,044",7,NR16 2AL,NR16,2AL
E01026424,"18,629",6,IP26 5BU,IP26,5BU
E01026425,"6,378",2,NR19 1AY,NR19,1AY
E01026426,"10,192",4,NR10 4WJ,NR10,4WJ
E01026426,"10,192",4,NR20 5PZ,NR20,5PZ
E01026437,"18,640",6,IP25 7BD,IP25,7BD
E01026440,"16,190",5,IP24 2GB,IP24,2GB
E01026441,"18,189",6,IP22 2SL,IP22,2SL
E01026442,"13,385",5,NR21 7AA,NR21,7AA
E01026442,"13,385",5,PE32 2GH,PE32,2GH
E01026444,"10,497",4,PE33 9PS,PE33,9PS
E01026444,"10,497",4,PE37 8AG,PE37,8AG
E01026492,"16,520",6,IP27 0GA,IP27,0GA
E01026497,"29,294",9,NR13 3AA,NR13,3AA
E01026499,"11,955",4,NR11 6EP,NR11,6EP
E01026504,"21,377",7,NR12 8PR,NR12,8PR
E01026509,"27,816",9,NR7  0ST,NR7, 0ST
E01026518,"24,921",8,NR8  6AS,NR8, 6AS
E01026526,"20,938",7,NR6  5NE,NR6, 5NE
E01026529,"18,806",6,NR3  2AE,NR3, 2AE
E01026538,"13,529",5,NR30 1SB,NR30,1SB
E01026559,"25,932",8,NR1  1JQ,NR1, 1JQ
E01026559,"25,932",8,NR2  1AY,NR2, 1AY
E01026559,"25,932",8,NR14 7FQ,NR14,7FQ
E01026559,"25,932",8,NR4  6YQ,NR4, 6YQ
E01026559,"25,932",8,NR5  0QA,NR5, 0QA
E01026560,"26,462",9,NR18 0GX,NR18,0GX
E01026560,"26,462",9,NR15 1LW,NR15,1LW
E01026581,"24,426",8,NR31 0NB,NR31,0NB
E01026596,"7,398",3,NR29 3PS,NR29,3PS
E01026645,"13,450",5,PE31 8FG,PE31,8FG
E01026645,"13,450",5,PE36 6NE,PE36,6NE
E01026646,"12,370",4,NR23 1RR,NR23,1RR
E01026653,"24,490",8,PE35 6EQ,PE35,6EQ
E01026662,"2,993",1,PE30 4GJ,PE30,4GJ
E01026695,"10,651",4,NR22 6EN,NR22,6EN
E01026729,"10,860",4,NR24 2FE,NR24,2FE
E01026731,"13,098",4,NR26 8EX,NR26,8EX
E01026731,"13,098",4,NR27 9NF,NR27,9NF
E01026732,"10,977",4,NR25 6AN,NR25,6AN
E01026738,"14,818",5,NR28 0PD,NR28,0PD
E01026872,"18,101",6,IP21 4WZ,IP21,4WZ
E01026872,"18,101",6,IP20 9ND,IP20,9ND
E01026888,"9,184",3,IP23 8PB,IP23,8PB
E01026888,"9,184",3,IP98 1ER,IP98,1ER
E01026892,"15,226",5,NR35 2QH,NR35,2QH
E01026898,"12,864",4,NR34 0LG,NR34,0LG
E01026949,"5,632",2,NN17 1GF,NN17,1GF
E01026950,"1,861",1,NN18 8DL,NN18,8DL
E01026977,"23,150",8,NN14 1DH,NN14,1DH
E01026986,"16,437",6,NN11 9FZ,NN11,9FZ
E01026994,"22,151",7,CV23 8YA,CV23,8YA
E01026997,"28,313",9,NN2  8SH,NN2, 8SH
E01026998,"26,511",9,NN5  6UJ,NN5, 6UJ
E01027018,"28,737",9,NN3  1AU,NN3, 1AU
E01027024,"24,637",8,NN12 8EN,NN12,8EN
E01027076,"20,930",7,NN16 6AB,NN16,6AB
E01027084,"28,236",9,NN15 5YQ,NN15,5YQ
E01027132,"12,113",4,NN1  4BN,NN1, 4BN
E01027153,"1,040",1,NN4  6FL,NN4, 6FL
E01027288,"25,937",8,OX17 3EA,OX17,3EA
E01027291,"31,365",10,OX16 8SU,OX16,8SU
E01027296,"24,463",8,OX10 9SA,OX10,9SA
E01027356,"25,003",8,NE66 3PN,NE66,3PN
E01027356,"25,003",8,NE65 9LS,NE65,9LS
E01027358,"18,489",6,NE67 5ZR,NE67,5ZR
E01027358,"18,489",6,NE68 7WA,NE68,7WA
E01027358,"18,489",6,NE70 7JX,NE70,7JX
E01027358,"18,489",6,NE71 6WA,NE71,6WA
E01027368,"17,538",6,NE61 4BG,NE61,4BG
E01027373,"13,410",5,NE19 1AH,NE19,1AH
E01027374,"13,555",5,NE69 7AJ,NE69,7AJ
E01027375,"12,819",4,TD5  8AR,TD5, 8AR
E01027375,"12,819",4,TD12 4QB,TD12,4QB
E01027376,"14,888",5,TD15 1JZ,TD15,1JZ
E01027391,"8,344",3,NE24 5HW,NE24,5HW
E01027425,"25,500",8,NE22 5RY,NE22,5RY
E01027449,"28,346",9,NE18 0BJ,NE18,0BJ
E01027472,"16,598",6,NE45 5PU,NE45,5PU
E01027476,"17,186",6,NE46 1UT,NE46,1UT
E01027477,"13,605",5,NE47 9DH,NE47,9DH
E01027479,"17,680",6,NE48 2AQ,NE48,2AQ
E01027483,"18,029",6,NE43 7AF,NE43,7AF
E01027484,"17,035",6,NE49 0LL,NE49,0LL
E01027504,"25,100",8,NE44 6YX,NE44,6YX
E01027517,"16,443",6,NE62 5TJ,NE62,5TJ
E01027524,"12,568",4,NE63 8AP,NE63,8AP
E01027532,"17,962",6,NE64 6YZ,NE64,6YZ
E01027557,"17,230",6,HG3  5JL,HG3, 5JL
E01027562,"17,886",6,BD24 9PP,BD24,9PP
E01027587,"23,223",8,DL8  2AE,DL8, 2AE
E01027590,"15,230",5,DL6  2QH,DL6, 2QH
E01027592,"21,370",7,DL7  0JA,DL7, 0JA
E01027593,"23,560",8,HG4  4AA,HG4, 4AA
E01027594,"14,551",5,YO61 3BR,YO61,3BR
E01027597,"27,483",9,YO21 2RG,YO21,2RG
E01027600,"19,109",6,YO7  2BG,YO7, 2BG
E01027638,"30,618",10,HG1  3EL,HG1, 3EL
E01027644,"26,923",9,YO51 9AP,YO51,9AP
E01027646,"22,011",7,HG5  9ND,HG5, 9ND
E01027648,"18,569",6,HG2  7AX,HG2, 7AX
E01027749,"5,380",2,DL9  4LN,DL9, 4LN
E01027774,"19,584",6,YO17 0RX,YO17,0RX
E01027775,"15,970",5,YO62 5EL,YO62,5EL
E01027776,"15,900",5,YO18 8EH,YO18,8EH
E01027798,"14,499",5,YO12 4PQ,YO12,4PQ
E01027802,"16,143",5,YO13 0LL,YO13,0LL
E01027806,319,1,YO14 0YY,YO14,0YY
E01027821,"20,926",7,YO22 5LH,YO22,5LH
E01027925,"18,134",6,NG15 6EZ,NG15,6EZ
E01027947,"16,249",5,NG17 8BN,NG17,8BN
E01027973,"23,823",8,NG18 5BA,NG18,5BA
E01027999,"24,065",8,DN22 9ER,DN22,9ER
E01028006,"19,608",6,NG22 0PG,NG22,0PG
E01028148,"30,508",10,NG14 5WY,NG14,5WY
E01028200,"27,762",9,NG21 0NF,NG21,0NF
E01028268,"2,317",1,NG70 1AA,NG70,1AA
E01028285,"22,432",7,NG24 3FB,NG24,3FB
E01028311,"3,858",2,NG25 0SP,NG25,0SP
E01028357,"31,576",10,NG12 2WN,NG12,2WN
E01028422,"28,462",9,OX15 4AG,OX15,4AG
E01028424,"21,772",7,OX26 1DP,OX26,1DP
E01028424,"21,772",7,OX25 4JE,OX25,4JE
E01028491,"31,161",10,OX20 1FR,OX20,1FR
E01028501,"22,021",7,OX3  9RT,OX3, 9RT
E01028511,"27,264",9,OX29 4EB,OX29,4EB
E01028517,"5,225",2,OX4  5TR,OX4, 5TR
E01028521,"20,079",7,OX1  4EH,OX1, 4EH
E01028555,"18,363",6,OX44 7WQ,OX44,7WQ
E01028703,"18,388",6,OX13 6BB,OX13,6BB
E01028713,"20,882",7,SN7  7PW,SN7, 7PW
E01028784,"26,890",9,OX28 4DA,OX28,4DA
E01028828,"14,001",5,DY12 1SU,DY12,1SU
E01028828,"14,001",5,WV15 6LL,WV15,6LL
E01028842,"19,643",6,WV5  7AA,WV5, 7AA
E01028843,"16,128",5,DY14 0LL,DY14,0LL
E01028844,"23,398",8,ST19 9AP,ST19,9AP
E01028863,"18,046",6,SY12 9BY,SY12,9BY
E01028864,"15,614",5,SY11 3DP,SY11,3DP
E01028904,"13,800",5,SY10 8HP,SY10,8HP
E01028913,"18,132",6,SY22 6LU,SY22,6LU
E01028920,"12,577",4,LL14 5BU,LL14,5BU
E01028929,"26,804",9,SY1  3EB,SY1, 3EB
E01028935,"29,904",10,SY3  9HN,SY3, 9HN
E01028939,"21,427",7,SY2  6QQ,SY2, 6QQ
E01028941,"21,505",7,SY5  8PD,SY5, 8PD
E01028946,"13,694",5,SY99 8AJ,SY99,8AJ
E01028960,"15,043",5,SY6  6LD,SY6, 6LD
E01028978,"12,834",4,SY21 8DL,SY21,8DL
E01028991,"13,882",5,SY15 6SY,SY15,6SY
E01028991,"13,882",5,SY9  5AB,SY9, 5AB
E01029003,"12,689",4,LD7  1DY,LD7, 1DY
E01029018,"20,791",7,BA4  4FU,BA4, 4FU
E01029018,"20,791",7,BA5  3EY,BA5, 3EY
E01029019,"23,100",8,BA6  8NJ,BA6, 8NJ
E01029027,"18,022",6,BA10 0QR,BA10,0QR
E01029046,"2,998",1,BA16 0XS,BA16,0XS
E01029053,"13,658",5,BA13 4AR,BA13,4AR
E01029060,"20,496",7,BS27 3UL,BS27,3UL
E01029077,"17,036",6,BA7  7PF,BA7, 7PF
E01029077,"17,036",6,TA11 7JP,TA11,7JP
E01029089,"23,867",8,TA9  4DB,TA9, 4DB
E01029090,"12,996",4,TA6  4US,TA6, 4US
E01029090,"12,996",4,TA7  0AA,TA7, 0AA
E01029103,"28,865",9,TA5  2AA,TA5, 2AA
E01029113,"23,674",8,TA8  2JX,TA8, 2JX
E01029155,"21,856",7,BA9  8AB,BA9, 8AB
E01029159,"29,670",10,BA20 2EJ,BA20,2EJ
E01029163,"17,056",6,TA12 6DA,TA12,6DA
E01029163,"17,056",6,TA13 5EZ,TA13,5EZ
E01029163,"17,056",6,TA10 0DE,TA10,0DE
E01029163,"17,056",6,TA19 0QZ,TA19,0QZ
E01029181,"19,415",6,TA15 6XL,TA15,6XL
E01029184,"28,042",9,TA16 5YZ,TA16,5YZ
E01029190,"25,132",8,TA17 8SY,TA17,8SY
E01029191,"20,177",7,TA14 6QL,TA14,6QL
E01029221,"17,114",6,BA12 6YD,BA12,6YD
E01029256,"20,049",7,TA1  5BF,TA1, 5BF
E01029256,"20,049",7,TA2  6EY,TA2, 6EY
E01029322,"14,182",5,TA24 6AY,TA24,6AY
E01029326,"10,502",4,TA23 0LE,TA23,0LE
E01029345,"14,124",5,WS15 1DW,WS15,1DW
E01029349,"8,951",3,WS11 2SP,WS11,2SP
E01029349,"8,951",3,WS12 1LE,WS12,1LE
E01029406,"20,415",7,ST10 4HF,ST10,4HF
E01029406,"20,415",7,ST18 0EZ,ST18,0EZ
E01029475,"25,953",8,WS7  9EQ,WS7, 9EQ
E01029477,"31,267",10,WS13 8SY,WS13,8SY
E01029483,"32,515",10,WS14 9RN,WS14,9RN
E01029488,"17,574",6,B78  2AA,B78, 2AA
E01029567,"11,558",4,ST55 9FR,ST55,9FR
E01029620,"17,147",6,WS6  7DA,WS6, 7DA
E01029650,"25,491",8,DY11 5SB,DY11,5SB
E01029656,"25,475",8,ST17 0NZ,ST17,0NZ
E01029681,"10,164",4,ST15 8TL,ST15,8TL
E01029688,"24,521",8,ST20 0AU,ST20,0AU
E01029689,"15,989",5,ST16 3HD,ST16,3HD
E01029695,"22,694",7,ST21 6NX,ST21,6NX
E01029767,"25,939",8,ST13 8QR,ST13,8QR
E01029820,"10,571",4,B77  4NN,B77, 4NN
E01029871,"20,744",7,IP9  2BF,IP9, 2BF
E01029875,"20,845",7,IP7  6PP,IP7, 6PP
E01029876,"16,534",6,IP14 2HY,IP14,2HY
E01029877,"18,783",6,IP8  3DL,IP8, 3DL
E01029878,"24,161",8,IP1  5AN,IP1, 5AN
E01029878,"24,161",8,IP2  0AZ,IP2, 0AZ
E01029881,"17,912",6,IP30 0JJ,IP30,0JJ
E01029881,"17,912",6,IP29 4DZ,IP29,4DZ
E01029958,"14,772",5,IP3  8LF,IP3, 8LF
E01029958,"14,772",5,IP4  5AS,IP4, 5AS
E01030004,"24,295",8,IP5  2XB,IP5, 2XB
E01030039,"18,505",6,IP31 3HA,IP31,3HA
E01030041,"17,619",6,IP6  8EJ,IP6, 8EJ
E01030082,"22,792",7,IP13 8BF,IP13,8BF
E01030082,"22,792",7,IP19 0DE,IP19,0DE
E01030091,"19,158",6,IP32 6EU,IP32,6EU
E01030091,"19,158",6,IP33 1AA,IP33,1AA
E01030152,"23,277",8,IP16 4BF,IP16,4BF
E01030152,"23,277",8,IP15 5DY,IP15,5DY
E01030152,"23,277",8,IP17 1UH,IP17,1UH
E01030155,"22,335",7,IP12 1LQ,IP12,1LQ
E01030158,"29,970",10,IP11 9SY,IP11,9SY
E01030179,"29,861",10,IP10 0BQ,IP10,0BQ
E01030219,"13,357",5,IP18 6SH,IP18,6SH
E01030233,"29,765",10,NR33 8AE,NR33,8AE
E01030240,"17,871",6,NR32 4JN,NR32,4JN
E01030296,"32,233",10,KT10 0HY,KT10,0HY
E01030300,"18,342",6,KT11 1HP,KT11,1HP
E01030311,"16,511",6,KT12 4PW,KT12,4PW
E01030338,"32,448",10,KT13 9EH,KT13,9EH
E01030346,"28,031",9,KT14 7DR,KT14,7DR
E01030347,"24,772",8,KT15 3JG,KT15,3JG
E01030357,"31,484",10,TW16 6BU,TW16,6BU
E01030357,"31,484",10,TW17 8NG,TW17,8NG
E01030420,"20,224",7,KT21 1NZ,KT21,1NZ
E01030434,"31,012",10,GU1  1RZ,GU1, 1RZ
E01030434,"31,012",10,GU4  7FF,GU4, 7FF
E01030440,"25,941",8,GU23 7LE,GU23,7LE
E01030441,"29,534",9,KT24 5TA,KT24,5TA
E01030442,"31,609",10,RH5  6SZ,RH5, 6SZ
E01030446,"28,860",9,KT23 3HY,KT23,3HY
E01030448,"32,083",10,GU2  4FE,GU2, 4FE
E01030452,"23,440",8,GU3  1BF,GU3, 1BF
E01030452,"23,440",8,GU5  0WX,GU5, 0WX
E01030472,"22,024",7,GU8  6BH,GU8, 6BH
E01030472,"22,024",7,GU7  2QW,GU7, 2QW
E01030473,"29,777",10,GU24 0NE,GU24,0NE
E01030524,"17,177",6,KT20 7JN,KT20,7JN
E01030525,"30,562",10,RH4  1NS,RH4, 1NS
E01030525,"30,562",10,RH3  7AU,RH3, 7AU
E01030527,"24,386",8,RH2  8QP,RH2, 8QP
E01030528,"23,755",8,RH12 4RP,RH12,4RP
E01030531,"15,139",5,RH6  0YL,RH6, 0YL
E01030567,"26,491",9,RH1  3AA,RH1, 3AA
E01030612,"26,311",9,RH9  8WS,RH9, 8WS
E01030652,"20,218",7,KT16 8HE,KT16,8HE
E01030663,"14,528",5,TW20 8EQ,TW20,8EQ
E01030677,"17,837",6,GU25 4EA,GU25,4EA
E01030758,"30,242",10,GU20 6PX,GU20,6PX
E01030761,"27,154",9,GU21 2SH,GU21,2SH
E01030778,"32,240",10,GU18 5TN,GU18,5TN
E01030803,"24,316",8,GU95 1AA,GU95,1AA
E01030816,"12,191",4,RH7  6HR,RH7, 6HR
E01030819,"16,661",6,RH10 3HP,RH10,3HP
E01030831,"32,056",10,RH8  0DG,RH8, 0DG
E01030862,"16,453",6,GU6  8EQ,GU6, 8EQ
E01030862,"16,453",6,RH14 0PB,RH14,0PB
E01030882,"32,825",10,GU9  8HQ,GU9, 8HQ
E01030944,"29,645",10,GU22 0QP,GU22,0QP
E01031125,"26,753",9,CV22 7HS,CV22,7HS
E01031130,"17,707",6,CV21 3NP,CV21,3NP
E01031166,"22,106",7,CV47 8AA,CV47,8AA
E01031183,"26,449",9,B50  4ET,B50, 4ET
E01031183,"26,449",9,B49  9BA,B49, 9BA
E01031184,"26,731",9,B96  6NS,B96, 6NS
E01031187,"18,339",6,B95  6HN,B95, 6HN
E01031187,"18,339",6,CV37 9FH,CV37,9FH
E01031193,"19,054",6,CV35 0UD,CV35,0UD
E01031193,"19,054",6,CV36 4HY,CV36,4HY
E01031194,"20,203",7,CV33 0SD,CV33,0SD
E01031199,"18,817",6,CV31 1XH,CV31,1XH
E01031213,"20,593",7,B97  5JS,B97, 5JS
E01031213,"20,593",7,B98  9ET,B98, 9ET
E01031252,"23,670",8,CV32 5GA,CV32,5GA
E01031259,"31,820",10,CV34 6EA,CV34,6EA
E01031338,"27,934",9,BN43 6JT,BN43,6JT
E01031341,"4,700",2,BN15 8PD,BN15,8PD
E01031341,"4,700",2,BN99 6GU,BN99,6GU
E01031362,"18,763",6,BN14 9JU,BN14,9JU
E01031375,"20,648",7,BN44 4DZ,BN44,4DZ
E01031380,"29,837",10,PO21 3PR,PO21,3PR
E01031386,"11,363",4,BN16 4LJ,BN16,4LJ
E01031386,"11,363",4,BN13 3XJ,BN13,3XJ
E01031386,"11,363",4,BN18 9PN,BN18,9PN
E01031388,"22,784",7,BN12 6PN,BN12,6PN
E01031392,"17,102",6,BN17 7GL,BN17,7GL
E01031393,"26,951",9,PO22 0AB,PO22,0AB
E01031395,"29,372",9,PO20 3YA,PO20,3YA
E01031396,"22,697",7,PO18 0JP,PO18,0JP
E01031411,"24,003",8,BN11 1YA,BN11,1YA
E01031477,"17,714",6,GU28 0LX,GU28,0LX
E01031478,"21,737",7,GU29 0BX,GU29,0BX
E01031479,"18,554",6,RH20 1HG,RH20,1HG
E01031480,"17,661",6,PO19 7QJ,PO19,7QJ
E01031546,"11,722",4,RH11 8AU,RH11,8AU
E01031583,"14,318",5,RH77 1AR,RH77,1AR
E01031611,"15,818",5,RH13 7BD,RH13,7BD
E01031617,"24,656",8,BN5  9XH,BN5, 9XH
E01031842,"19,652",6,SN10 3FW,SN10,3FW
E01031842,"19,652",6,SN9  6LR,SN9, 6LR
E01031845,"17,469",6,SN15 2DA,SN15,2DA
E01031876,"19,597",6,BA14 6LH,BA14,6LH
E01031876,"19,597",6,SN12 6SA,SN12,6SA
E01031888,"28,390",9,SN13 0PB,SN13,0PB
E01031891,"21,502",7,SN11 0ZA,SN11,0ZA
E01031974,"20,689",7,SP3  4UT,SP3, 4UT
E01031980,"11,111",4,SP2  9HY,SP2, 9HY
E01031984,"32,751",10,SP1  3WX,SP1, 3WX
E01032126,"23,944",8,B61  0QB,B61, 0QB
E01032126,"23,944",8,B60  1NZ,B60, 1NZ
E01032181,"15,878",5,DY13 9PW,DY13,9PW
E01032182,"23,820",8,WR2  4XY,WR2, 4XY
E01032191,"21,222",7,WR5  3PB,WR5, 3PB
E01032279,"14,637",5,WR3  8YT,WR3, 8YT
E01032280,"14,861",5,WR1  1RZ,WR1, 1RZ
E01032282,"9,573",3,WR78 1AD,WR78,1AD
E01032282,"9,573",3,WR99 1AB,WR99,1AB
E01032292,"7,410",3,WR4  9FG,WR4, 9FG
E01032325,"28,863",9,WR7  4RT,WR7, 4RT
E01032345,"19,474",6,WR9  7DJ,WR9, 7DJ
E01032355,"14,002",5,WR10 2DY,WR10,2DY
E01032734,"15,138",5,SL60 1FP,SL60,1FP
E01032739,"20,497",7,EC3B 0AB,EC3B,0AB
E01032766,"10,232",4,E77  1FF,E77, 1FF
E01032979,256,1,NN99 1BB,NN99,1BB
E01033068,"14,032",5,YO90 1UT,YO90,1UT
E01033144,"24,131",8,CM98 1BA,CM98,1BA
E01033167,629,1,DE99 3AA,DE99,3AA
E01033266,"8,743",3,S98  1YS,S98, 1YS
E01033269,447,1,S99  1AA,S99, 1AA
E01033347,"4,541",2,BS98 1AA,BS98,1AA
E01033362,"11,927",4,BS77 1AA,BS77,1AA
E01033439,"7,710",3,NR99 1AB,NR99,1AB
E01033651,"11,504",4,M2   5WP,M2,  5WP
E01033651,"11,504",4,M61  0EL,M61, 0EL
E01033651,"11,504",4,M99  1FF,M99, 1FF
E01033689,"5,499",2,BD98 8AA,BD98,8AA
E01033748,"16,004",5,L73  6BT,L73, 6BT
E01033750,"20,066",7,L74  4BJ,L74, 4BJ
